REGISTRY_ID,FAC_NAME,FAC_STATE,FAC_EPA_REGION,FAC_MAJOR_FLAG,FAC_NAICS_CODES,TARGET_VIOLATION_12M
110071373665.0,CENTRAL IOWA READY MIX RED OAK,IA,7.0,,327320,0
110000470669.0,SAFEWAY ICE CREAM PLANT,AZ,9.0,,31152 311520,0
110000487866.0,FRANKLIN INTERNATIONAL INC,OR,10.0,,325520,0
110071062859.0,EMC CORPORATION,MA,1.0,,334112,0
110024887210.0,"BEI,LLC",WI,5.0,,334418 336320,0
110046524560.0,PAC TECH USA - PACKAGING TECHNOLOGIES,CA,9.0,,334413 332813,0
110007254666.0,COLLINS AEROSPACE,IA,7.0,,334511 334290,0
110063169164.0,GELITA USA,IA,7.0,,311999,0
110000487152.0,COLUMBIA STEEL CASTING CO INC,OR,10.0,,331513 321114,0
110036275241.0,FISHER CONTROLS INTERNATIONAL LLC,IA,7.0,,332911 332919,0
110001737666.0,"M C GRAPHICS, INC., DBA, SANDY ALEXANDER",FL,4.0,,323111,0
110002145740.0,NATIONAL DIVERSIFIED SALES INC,CA,9.0,,326122 326199 331422,0
110054884835.0,EVERRIS NA INC SUMMERVILLE SITE,SC,4.0,,325314,0
110000348525.0,CIRCOR PUMPS NORTH AMERICA LLC,NC,4.0,,333911 333914 333996 33391,0
110001816107.0,BRECKENRIDGE OF ILLINOIS LLC,IL,5.0,,327320,0
110066474121.0,BRENTS CUSTOM CABINETS,CA,9.0,,56299 337110,0
110001169388.0,MATCHMASTER DYEING & FINISHING INC,CA,9.0,,313311 313310,0
110070057467.0,BREMBO HOMER FOUNDRY,MI,5.0,,331511,0
110001356327.0,S & B FINISHING CO INC,IL,5.0,,332812,0
110000496491.0,"PIEDMONT CHEMICAL INDUSTRIES I, LLC",NC,4.0,,325613 325611 325199,0
110001338375.0,PHARMASYN INC,IL,5.0,,339999 325199,0
110007745878.0,O HARA RUBBER STAMP,PA,3.0,,339943,0
110071440162.0,RINKER RENO PIPE,NV,9.0,,327320,0
110056294816.0,P.W. FEENSTRA - PORT. CONC. BATCH PLNT 2,CO,8.0,,327320,0
110071064348.0,OZINGA READY MIX CONCRETE INC,IL,5.0,,339999,0
110018784047.0,"ITC MILLWORK, LIMITED LIABILITY COMPANY",NC,4.0,,321918,0
110015306523.0,IMPERIAL GROUP MANUFACTURING INC,VA,3.0,,332999 332322 336370 336390,0
110023023627.0,NORTHROP GRUMMAN SYSTEMS CORP,NY,2.0,,541330 334511,0
110005322123.0,MANSKER TIRE CENTERS INC,WA,10.0,,326211,0
110006282655.0,"DAILY MONUMENT CO., THE",OH,5.0,,327991,0
110000355918.0,MARVIN L  WALKER & ASSOC,GA,4.0,,327991 3261,0
110000820942.0,"EMBRAER AIRCRAFT MAINT SERVICES, INC",TN,4.0,,488190 336411,0
110000320661.0,LAMBDA AMERICAS INC.,NJ,2.0,,335999 423690 334416 334418 334419,0
110055250552.0,DRAX BIOMASS GLOSTER JOBSITE PLANT,MS,4.0,,327320,0
110070124944.0,TWIST BIOSCIENCE,CA,9.0,,325414,0
110017592210.0,RAMS TRUCKING & READY MIX,KS,7.0,,327320 32732,0
110009397722.0,TAYLOR CORPORATION CARLSON CRAFT DIVISION,MN,5.0,,323119 323110,0
110001173257.0,SUN GARDEN-GANGI CANNING CO,CA,9.0,,311421 11511,0
110031175537.0,RANCHLAND SPECIALTIES INC,NE,7.0,,311119,0
110062741840.0,MEGA CONTRACTORS INC,VA,3.0,,324121,0
110043697504.0,HENDRICKSON TRAILER COMMERCIAL VEHICLE SYSTEMS-11TH ST,OH,5.0,,336330,0
110022021453.0,LAURENS CENTRAL SCHOOL,NY,2.0,,61111 324199 611110,0
110009071967.0,BIG O FIBERGLASS MFG INC,FL,4.0,,336612,0
110004598150.0,H&C MILCOR INC.,OH,5.0,,332322,0
110070816347.0,AJAX - LAKE WALES,FL,4.0,,324121,0
110070486632.0,LEEDOM FAMILY RANCH LLC DBA SEMI-KINETICS INC,CA,,,334515,0
110070404141.0,LESLIE'S POOL SUPPLY,CA,,,339113,0
110063705815.0,CITY OF ASHDOWN,AR,6.0,,321999,0
110018414919.0,DIANE KNAFELC PROPERTY,IL,5.0,,339999,0
110001857072.0,"RENFRO CONSTRUCTION COMPANY, INC.",TN,4.0,,324121,0
110029920423.0,SUPERIOR TRADEMARK INC,NJ,2.0,,323111,0
110037373589.0,TELEDYNE BROWN ENGINEERING,AL,4.0,,314999 333999,0
110055855828.0,SAINT JOHNS MEDICAL PLAZA LP,CA,9.0,,621493 62211 325411,0
110070808859.0,DPS,CA,,,333111,0
110000533824.0,CONAGRA FOODS INC.,NC,4.0,,311919 493110 311991 311612 31191,0
110008898309.0,CONSTRUCTORS INC CONCRETE PLNT,NE,7.0,,327320,0
110000427556.0,DAKTRONICS INCORPORATED,SD,8.0,,339950 33995,0
110038857118.0,BEMIS CO INC,IL,5.0,,322224 322220,0
110071131845.0,FIFTH SUN KENTUCKY PRODUCTION,KY,4.0,,323111,0
110004681639.0,B AND H MACHINE INC,OH,5.0,,333995,0
110002410230.0,SPECTRIAN,CA,9.0,,33422 334220,0
110003602600.0,"SLOAN TRANSPORTATION PRODUCTS, INC.",MI,5.0,,336340 336350 336310,0
110071864021.0,FIVE STAR CONCRETE - MANOR SITE,TX,6.0,,327320,0
110004832076.0,LANUM METAL PRODUCTS CO INC,PA,3.0,,333319,0
110066984124.0,MARINE MFG  INC,GA,4.0,,336612,0
110001339908.0,KOMATSU AMERICA INTERNATIONAL CO,IL,5.0,,333120,0
110039570452.0,HERAEUS MEDEVIO,MN,5.0,,339112,0
110007556073.0,WESTINGHOUSE PRODUCTOS PUERTO RICO DIVISION,PR,2.0,,335313,0
110009954834.0,HINKLE CONTRACTING CO LLC - MOREHEAD ASPHALT PLANT,KY,4.0,,324121,0
110004152149.0,HAIR SYSTEMS,NJ,2.0,,32562 325620,0
110005175782.0,L & L TOOLING & MANUFACTURING INC,TX,6.0,,336413,0
110070158311.0,T&F INDUSTRIES INC,NJ,2.0,,333511,0
110067160422.0,VALLEY ASPHALT #27,OH,5.0,,324121,0
110000563569.0,PLATTE RIVER BY-PRODUCTS,NE,7.0,,311613 31111,0
110004138111.0,TRANSISTOR DEVICES INC PLANT #2,NJ,2.0,,334413 335311,0
110070732114.0,SOUTH CENTRAL FAMILY HEALTH CENTER PHARMACY,CA,,,446110 325412,0
110000479349.0,JAMES HARDIE BUILDING PRODUCTS,CA,9.0,,327390 42131 327999,0
110024825858.0,"BONAKEMI USA, INC.",NC,4.0,,325510,0
110024356472.0,EMC CORP,MA,1.0,,334419 334412 334111 334112,0
110005080410.0,DYNAMIC SEAL INC,TX,6.0,,333415,0
110070634689.0,HENDERSON ELECTRIC MOTORS,WV,,,336320,0
110031022159.0,"EAGLE-PICHER INDUSTRIES, INC",CO,8.0,,334419,0
110000506266.0,ABC COMPOUNDING CO OF TEXAS INC,TX,6.0,,325612,1
110005047680.0,MAGNUM ASSEMBLY INC,TX,6.0,,334111,0
110020900391.0,BIOLOGICAL PROCESSORS OF ALABAMA,AL,4.0,,325998,0
110002450160.0,LABCHEM INCORPORATED,PA,3.0,,325998,0
110070641469.0,PACKERS PLUS ENERGY SERVICES (USA) INC,WV,3.0,,333132,0
110067418191.0,DIECO MFG,OK,6.0,,33271 333132,0
110000840788.0,DUPONT VESPEL PARTS AND SHAPES INC,OH,5.0,,326199,0
110054206550.0,PUERTO RICO AGGREGATES,PR,2.0,,327999 212311,0
110069416064.0,COHEN ARCHITECTURAL WOODWORKING,MO,7.0,,337110 23835,0
110019465568.0,STURDY STORE DISPLAY INC,NY,2.0,,337211,0
110040497325.0,"SUNBELT SHAVINGS, LLC",MS,4.0,,321999,0
110070631878.0,FONA INTERNATIONAL INC,CA,,,311999,0
110044940856.0,SOUTHEASTERN METAL FABRICATORS INC,MA,,,332323,0
110029240122.0,IRVING MATERIALS INC.,IN,5.0,,327320,0
110070445391.0,SCOTTS HYPONEX CO,CA,,,325314,0
110011247720.0,GREAT BEND INDUSTRIES,KS,7.0,,333995,0
110001340344.0,UNITED PARCEL SERVICE,IL,5.0,,339999 492110,0
110001381344.0,L & J TECHNOLIGIES,IL,5.0,,339999 335314,0
110004778287.0,"TRANSCO INDUSTRIES, INC.",OR,10.0,,332312,0
110000397035.0,MICROMETL CORP,IN,5.0,,332812,0
110043300497.0,PIRAMAL GLASS USA,NJ,2.0,,327215,0
110000478108.0,TTX COMPANY CALPRO DIV,CA,9.0,,33651 336510 722310,0
110070020780.0,INTERNATIONAL PAPER COMPANY DBA INTERNATIONAL PAPER - MURFREESBORO CONTAINER,TN,4.0,,322211,0
110024528670.0,CHATHAM FURNITURE REPRODUCTIONS INC,MA,1.0,,337122,0
110022529085.0,ADVANCED ARCHITECTURAL METALS,NV,9.0,,332323,0
110055813133.0,COAST CRANE COMPANY,CA,9.0,,333923,0
110007255807.0,SPRINGS INDUSTRIES,GA,4.0,,999999 31321 313311,0
110001413186.0,INTERCIT INCORPORATED D B A FERMENICH,FL,4.0,,311411 311930 311999 311942 311920,0
110000416452.0,DESIGN HOUSE INC,WI,5.0,,326199,0
110071456139.0,RONBOW CORP,CA,,,337110,0
110007053339.0,MARSHALL PUTNAM OIL CO,IL,5.0,,325314,0
110013865576.0,HUMATES PLANT,NM,6.0,,325311,0
110024430837.0,MORGAN CITY PLANT,LA,6.0,,332313 332812,0
110070161530.0,MOUNT VERNON JUMPIN JIMMYS,IL,5.0,,339999 447190,0
110071131777.0,"SOLLID CABINETRY, CH",AZ,9.0,,337110,0
110070684805.0,MURPHY USA 7340,IL,5.0,,339999,0
110055961534.0,71 S WACKER DR HOLDINGS LLC,IL,5.0,,339999,0
110022476907.0,ADARIS TESTING LABORATORY,OH,5.0,,334516,0
110072075261.0,EXAKTHEIT,TX,6.0,,332710,0
110071304663.0,VENTURA FOODS,CA,,,311224,0
110001731378.0,CT. SAND & STONE CORPORATION,CT,1.0,,327320,0
110070159347.0,QUINCY 2 HY VEE GAS,IL,5.0,,339999,0
110020516672.0,CATALINA PACIFIC CONCRETE CO WILMINGTON PLANT,CA,9.0,,327320,0
110037143837.0,JENNIE-O TURKEY STORE SWANVILLE FEED MILL,MN,5.0,,311119,0
110002121132.0,U-LINE CORP,WI,5.0,,335222 335220,0
110034434084.0,CONCRETE BATCH PLANT NO 71,TX,6.0,,327320,0
110015795193.0,RIDGEDALE METAL SALES CO,MO,7.0,,332322,0
110005057892.0,TAM INTERNATIONAL INC,TX,,,326121,0
110013744396.0,WILLING B. WIRE,NJ,2.0,,331222 48411,0
110000315329.0,COLD METAL PRODUCTS,CT,1.0,,331221 327999,0
110058605727.0,LUCENT POLYMERS INCORPORATED,IN,5.0,,325991,0
110007765070.0,HIGHWAY MATERIALS INC,PA,3.0,,324121,0
110009591780.0,CONTRACT MANUFACTURING SOLUTIONS INC,MA,1.0,,321918,0
110070420072.0,DELPHINUS ENGINEERING INC,CA,,,336992,0
110003495049.0,BOSTON SCIENTIFIC CORPORATION,MA,1.0,,332813,0
110001813896.0,TAMMS INDUSTRIES CO,IL,5.0,,325520,0
110042177248.0,AARON ABLINGER,IL,5.0,,339999,0
110003982584.0,C L SMITH INDUSTRIAL CO,MO,7.0,,332439,0
110046092410.0,"ILLINOIS MARINE TOWING, INC. (IMT)",IL,5.0,,336611,0
110070484023.0,QUINSTAR TECHNOLOGY INC,CA,,,334515,0
110001535303.0,MONMOUTH PETROLEUM CO INC,NJ,2.0,,324110,0
110070604953.0,TOROTEL PRODUCTS,KS,7.0,,334416,0
110015908687.0,AMERICAN NATIONAL CAN CO,MO,7.0,,327213,0
110045872061.0,CSG SYSTEMS,NE,7.0,,323111,0
110070247029.0,MAPLE MANUFACTURING LLC,WV,3.0,,332431,0
110037372802.0,DURECT CORPORATION,AL,4.0,,325412,0
110000740690.0,BORGWARNER THERMAL SYSTEMS - FLETCHER PLANT,NC,4.0,,336390 336399 332999 339999 336391 221116 335314,0
110000831075.0,ALLIED-SIGNAL OCEAN SYSTEMS,CA,9.0,,334511 811219 334220,0
110001753512.0,ADDOCO INC,IA,7.0,,321920,0
110071350494.0,TANDEM DIABETES CARE INC,CA,,,339113,0
110006525055.0,J M MANUFACTURING,TX,6.0,,326199 326122,0
110013408473.0,MARTINREA INDS  INC,MI,5.0,,336 336399,0
110033754355.0,GREINER PURTEC DBA GREINER AEROSPACE,TX,6.0,,326150,0
110005422140.0,HARLEY DAVIDSON MOTOR CO,WI,5.0,,336991,0
110072012362.0,RIVER CITY SERVICES LLC,CA,,,333924,0
110014458700.0,7-ELEVEN 33408,IL,5.0,,44711 339999,0
110008184650.0,JOHNS-MANVILLE PRODUCTS CORP,VA,3.0,,324122,0
110035727880.0,IMPERIAL PLATING INC,FL,4.0,,332813,0
110072094203.0,CAMERON GREEN,CA,9.0,,814110 327910,0
110070536232.0,MS2,CA,,,321114,0
110000835071.0,BORDEN CHEMICAL,MA,1.0,,325211,0
110040099700.0,SURMOTECH INC,NY,2.0,,334418,0
110000879489.0,SPRA FIN INC/NORTH WALES,PA,3.0,,332812,0
110000391969.0,RICHLAND SCREW MACHINE PRODUCTS INC,OH,5.0,,332721,0
110037395431.0,SCHINDLER ELEVATOR CORP,MD,3.0,,333921,0
110004141367.0,SW ELECTRONICS & MFG CORP @ IND CENTER,NJ,2.0,,334419,0
110062929103.0,5ME LLC,MI,,,332710,0
110004165965.0,NORTH BRANCH GROUP,NJ,2.0,,334419,0
110003553486.0,PERKINS DONALD MACHINE SHOP,ME,1.0,,333319,0
110015890614.0,SMALL DISPLACEMENT MOTORS,MI,5.0,,336991,0
110003428871.0,LINDBERG HEAT TREATING CO,MA,1.0,,332811,0
110005027728.0,ANADRILL A DIVISION OF SCHLUMBERGER TEC,TX,6.0,,333132,0
110041356706.0,PRO-IMAGE ASPHALT BATCH PLANT,IL,5.0,,324121,0
110002144965.0,BAXTER FENWAL,CA,9.0,,339112,0
,NIPPLES ELBOWS & COUPLINGS,TX,6.0,,332996,1
110018873904.0,LINCOLN INDUSTRIES INC,NE,7.0,,336411,0
110038907163.0,TAMINCO AT TERMINAL WAREHOUSE,OH,5.0,,325199,0
110007059903.0,FRED SEIP,IL,5.0,,339999,0
110070120535.0,DOLLAR GENERAL #18404,LA,,,322219,0
110005321197.0,DC ELECTRONIC INC,WA,10.0,,333999,0
110007810002.0,OWENS-ILLINOIS HEALTHCARE PACKAGING INC,PR,2.0,,326160,0
110000494475.0,WEATHER-RITE LLC - MINNEAPOLIS,MN,5.0,,333414 333413 333415 333412,0
110000600350.0,NELSON BROTHERS MINING SERVICES LLC,WY,8.0,,325920,0
110064223736.0,"O-AT-KA MILK PRODUCTS COOP, INC",NY,2.0,,311520,0
110072122126.0,CHASE KNOLLS APARTMENTS LLC,CA,9.0,,327999,0
110070070127.0,CHS NUTRITION TILLAMOOK,OR,10.0,,311119,0
110072053313.0,COLIBRI TEXTILE DYEING STUDIO,NJ,,,313310,0
110042282641.0,MODERN BROACHING SVC,MI,5.0,,333512,0
110039079207.0,TOPCON POSITIONING SYSTEMS,WI,5.0,,333998,0
110004217712.0,NJ TNPK AUTH - INTERCHANGE 7A,NJ,2.0,,48849 339944,0
110005515460.0,TREMPEALEAU COUNTY HIGHWAY DEPT,WI,5.0,,324121,0
110072015221.0,FORTUNE AVENUE FOODS,CA,,,311412,0
110000319593.0,TECHNICAL COATINGS CO   NUTLEY,NJ,2.0,,325510 32551,0
110031019216.0,DITEK CORPORATION,FL,4.0,,335311 334418 335999,0
110000369039.0,GE INDUSTRIAL SYSTEMS,AL,4.0,,236210 335312 335999 339999,0
110005755913.0,SCREEN TECH,IA,7.0,,33995 323113,0
110017819538.0,SILVI - DOWNINGTOWN,PA,3.0,,327320,0
110070091512.0,WESTROCK CP LLC,CA,9.0,,322211,0
110072090604.0,JOHN PERRY,CA,9.0,,332721,0
110070732105.0,G & G TIRES LLC,CA,,,324191,0
110018048138.0,LIFT SYSTEMS INC,IL,5.0,,333923,0
110070045883.0,SPACECRAFT INTEGRATION FACILITY,FL,4.0,,334220,0
110009011826.0,FRED WEBER INC - FRANKLIN COUNTY ASPHALT,MO,7.0,,324121 212321,0
110061078319.0,WASTEQUIP LLC,SC,4.0,,332439,0
110015682046.0,BORG WARNER AUTOMOTIVE A/FS INC.,SC,4.0,,336211,0
110000450333.0,PACIFIC CHLORIDE INC,LA,6.0,,335912 335910 335911,0
110002430913.0,CRAFTON,CA,9.0,,323111,0
110008814827.0,SHAMROCK ENTERPRISES,MN,5.0,,212321 333131,0
110070118968.0,"CNC ENTERPRISES, INC.",AL,4.0,,339999,0
110028229290.0,DARLING INGREDIENTS INC DBA BAKERY FEEDS,KY,4.0,,311119,0
110031328828.0,ALL PAK CONTAINER,WA,10.0,,339999,0
110001911940.0,ALLIED CONCRETE PRODUCTS - EMPORIA,VA,3.0,,327320,0
110009390275.0,BOC GASES,IN,5.0,,325120 488490,0
110021363638.0,BODYLINES BODY SHOP,CA,9.0,,321918 811121,0
110066400503.0,CARDIOKINETIX INC,CA,9.0,,339111 339999,0
110063879414.0,COMPASS FOODS,OH,5.0,,311920,0
110002648877.0,METAL IMPROVEMENT CO LA VLY,CA,9.0,,333319 331 332811,0
110039204820.0,CALPORTLAND COMPANY TOLLESON PLANT,AZ,9.0,,327320,0
110003616855.0,METALWORKING LUBRICANTS CO,MI,5.0,,11131 325998,0
110070470690.0,MIKES WELDING INC,CA,9.0,,811310 337215,0
110010402242.0,E N BISSO - DERRICK BARGE JOSEPHINE,LA,6.0,,333912,0
110008128025.0,BOARD OF PUBLIC UTILITIES,TN,4.0,,22131 332813,0
110062909410.0,HILL'S LASER MARKING,KS,,,332812,0
110004806194.0,FRED WAHL MARINE CONSTRUCTION INC,OR,10.0,,336611,0
110007635595.0,HALE MFG CO INC,MO,7.0,,336999,0
110041266215.0,PHOENIX PRODUCTS INC,FL,4.0,,332999,0
110004972174.0,AMERICAN SALES AND MFG*,TN,4.0,,339943,0
110002119617.0,UNISYS CORPORATION,IA,7.0,,334111,0
110001343555.0,"TRANS POSE, INC.",IL,5.0,,339999,0
110070813518.0,CALPORTLAND RED MOUNTAIN PLANT,AZ,9.0,,327320,0
110070862331.0,CHAMBORD PRINTS INCORPORATED,NJ,,,322220,0
110037372955.0,HEART OF DIXIE MACHINE & FAB,AL,4.0,,33231 332721 33121,0
110038066552.0,BUNGE OILS,CA,9.0,,311225,0
110001080838.0,MCMINNS ASPHALT CO INC MASON DIXON PLT,PA,3.0,,324121,0
,CURIA GLOBAL,CA,9.0,,325414,1
110004719644.0,"PANEL FAB, INC.",OH,5.0,,335999,0
110071257735.0,"3751 WESIX QOZ, LP",CA,,,336350,0
110054287696.0,LOWPENSKY MOULDING,CA,9.0,,56299 321911,0
110000490068.0,WASHINGTON FEDERAL SAVINGS AND LOAN,WA,10.0,,999999 522120 336612,0
110002963749.0,POWER EQUIPMENT COMPANY,CO,8.0,,333120 81131 532412 212321,0
110004959652.0,GENERAL MACHINE WORKS,TN,4.0,,333319,0
110065534513.0,HILDEBRAND PRINTING,CA,9.0,,56299 333248,0
110037274437.0,"NEWTON FALLS PAPER COMPANY, LLC",NY,2.0,,322121,0
110041985849.0,PMC INC KLEER KAST DIV,NJ,2.0,,326113 331528,0
110004097691.0,EFI INKWARE,NH,1.0,,325910 333244,0
110017626933.0,"TOWER COMPONENTS, INC.",NC,4.0,,333415,0
110003579734.0,J AND L PRODUCTS INC,MI,5.0,,332813,0
110016717472.0,RUSSIN LUMBER CORP,NY,2.0,,321999 32551 321114,0
110002443730.0,FASHION FABRICS OF AMERICA INCORPORATED,SC,4.0,,313311 11111 31331 493110 313249,0
110017418301.0,RED SPOT WESTLAND INC,MI,5.0,,325510,0
110000851506.0,MANDERS PREMIER INC,IL,5.0,,325910 339999,0
110065504608.0,DXTERITY DIAGNOSTICS INC,CA,9.0,,325413,0
110007830507.0,DUNCAN STEEL DRUM CORP/HENRY PLT,SC,4.0,,332313 332439,0
110018080958.0,PLOTE CONSTRUCTION INC.,IL,5.0,,324121,0
110070862217.0,SUMMIT PACKAGING SYSTEMS LLC,NH,1.0,,332919 333993,0
110000845220.0,SOUTHERN MILL CREEK PRODS CO INC,FL,4.0,,325320,0
110043703132.0,CHANEY ENTERPRISES,VA,3.0,,327320,0
110056428227.0,C R JACKSON INC,SC,4.0,,324121,0
110040497058.0,ACE-SAGINAW PAVING CO. - PLANT 4,MI,5.0,,324121,0
110005275834.0,BAUSCH & LOMB INCORPORATED,FL,4.0,,325412,0
110071348618.0,CHANEY ENTERPRISES - LEESBURG RMC FACILITY,VA,3.0,,327320,0
110037939639.0,"CONCRETE & CONSTRUCTION SERVICES, INC.",TN,4.0,,327320,0
110037841271.0,FLEXTRONICS INTERNATIONAL,TX,6.0,,332322 334111 334418,0
110070428851.0,"EVERIDGE, INC.",CA,,,332710 56299 33271,0
110005126602.0,BLENRITE INTERNATIONAL INC,TX,6.0,,326299,0
110070511560.0,SEPRO DBA NANOSTONE WATER,CA,9.0,,339999,0
110064179188.0,CRESCENT FEED COMPANY INC,MO,7.0,,311119,0
110001423406.0,THOMASTON MILLS INC,GA,4.0,,313210,0
110001987930.0,ADVANCED COMPOSITES,OH,5.0,,325991 325211,0
110003319837.0,ACADIAN AUTO SALES,LA,6.0,,336211,0
110004539143.0,B E AEROSPACE INC,NY,2.0,,336413,0
110005111583.0,RHINE PROPERTY,TX,6.0,,332813,0
110007922757.0,HENDERSON AQUATICS,NJ,2.0,,326299,0
110070097685.0,"ARSENAL BIOSCIENCES, INC.- HAYWARD MAIN",CA,9.0,,325412 325414,0
110071670643.0,CURRAN RENEWABLE ENERGY LLC,NY,2.0,,332811,1
110060239816.0,MICHAEL STACEY - ESTATE,MI,,,562910 325411,0
110070222085.0,HI-TECH TURNING & MILLING SITE DEVELOPMENT,PA,3.0,,332710,0
110000435985.0,COOPER BUSSMANN CHICAGO,IL,5.0,,335313,0
110038897655.0,RESOURCE CONSERVATION TECHNOLOGIES,FL,4.0,,326199,0
110066559735.0,AIR LOUVERS INC/SAMSON PRODUCTS INC,CA,9.0,,332321,0
110055415233.0,ROYALTY METAL FINISHING,TX,6.0,,332813,0
110012315173.0,D&J CONSTRUCTION CO INC - D&J ASPHALTIC CONCRETE PLANT #2,LA,6.0,,211111 324121,0
110000410056.0,ADCO PRODUCTS INC,MI,5.0,,325520 32552,0
110002017488.0,FALL RIVER READY MIX CONCRETE,MA,1.0,,327320,0
110002099808.0,SUPERIOR COATINGS INC,NC,4.0,,332813,0
110001009710.0,TRUCK LITE CO LLC,PA,3.0,,33632 336321 336320,0
110001427867.0,SPECIALTY PLATING INCORPORATED,CO,8.0,,332813,0
110002867611.0,CCL LABEL,CA,9.0,,323112,0
110072100401.0,NOBLE PANACEA LABS,CA,9.0,,325620,0
110071303596.0,TRES VIDAS APARTMENTS,CA,,,332999,0
110037577896.0,"ATLAS ASPHALT, INC. - ROSE BUD",AR,6.0,,324121,0
110012456421.0,KENT CO,IN,5.0,,326199 333319,0
110001441896.0,STRICKER PAINT PRODUCTS,MI,5.0,,325510 32551,0
110001466798.0,PUBLICATION PRINTING COMPANY,MO,7.0,,323119 323110,0
110002123933.0,STANDARD IRON,MN,5.0,,332323,0
110043577233.0,HUNTER PANELS LLC/FAYETTE BUS PK,PA,3.0,,325220,0
110001779317.0,JUNIOR PRESS PRINTING SERVICE,MD,3.0,,32311 323110,0
110017051875.0,VEECO INSTRUMENTS,NY,2.0,,335999,0
110072033930.0,WEEKS & LEO,IA,,,325412,0
110041243419.0,MINOVA USA INC.,UT,8.0,,332722,0
110017281387.0,CONOCO INC,TX,6.0,,325188,0
110031427132.0,"IPG METL-SPAN, A NUCOR COMPANY",IN,,,332311,0
110072012084.0,SIKA CORPORATION,CA,,,325998,0
110006401321.0,CURBSIDE LTD EM ANDERSON,IL,5.0,,339999,0
110024869891.0,GLADWIN SERVICES/DALTON TRUCK INDUSTRIES,GA,,,336112,0
110002100761.0,ALLIED COLOR INDUSTRIES,SC,4.0,,325991,0
110015739646.0,WESTFIELD SHEET METAL WORKS,NJ,2.0,,332322,0
110007148112.0,UNION TOOLS,NY,2.0,,332212 332216,0
110000347562.0,WCC GROUP INC,NC,4.0,,336612,0
110000781930.0,"J&M ANODIZING, INC",CA,9.0,,332813,0
110039494384.0,ACTRONIX INC,AR,6.0,,334419,0
110012564778.0,SUNBELT MACHINE WORKS INC,TX,6.0,,333514,0
110001456344.0,CALVERT MANUFACTURING COMPANY,MO,7.0,,315210,0
110001226762.0,LUBRIZOL ADVANCED MATERIALS INC,IL,5.0,,325998,0
110008444362.0,COONEY INDUSTRIES INC,MI,5.0,,333922,0
110038616290.0,ABLE PRINTING & GRAPHICS,CO,8.0,,323111 999999,0
110002129811.0,READY FLOW INC,AR,6.0,,339943,0
110044252000.0,"FIVE STAR PRINTING, INC.",FL,4.0,,323114,0
110062727900.0,MFA EXCHANGE,MO,7.0,,325314,0
110070289477.0,PTM CORP,MI,5.0,,336370,0
110004323321.0,CONFORT & COMPANY INC,NY,2.0,,323110 32311 323111,0
110002136509.0,MICRON TECHNOLOGY MEMORY APPLICATIONS GROUP,ID,10.0,,334220 334413,0
110039614673.0,CIBI CONCRETE CO.,FL,4.0,,327320,0
110072140650.0,NOAM BOUZAGLOU,CA,9.0,,327999,0
110000839102.0,MAJESTIC PACKAGING CO INC,NY,2.0,,323119,0
110025135574.0,SOUTHSIDE READY MIX,AR,6.0,,327320 324121,0
110007312835.0,WABASH ASPHALT AT FLORA,IL,5.0,,324121,0
110070386052.0,MAGNETIC TICKET & LABEL CORP,NJ,2.0,,333244,0
110005440415.0,AMERICAN ASPHALT OF WI (PLANT 22-SHOP-LAB),WI,5.0,,324121 811310,0
110070086420.0,VEGA IRON WORKS,CA,9.0,,332312,0
110071843531.0,TRADECRAFT VENTURES INC.,CA,9.0,,325411 111998,0
110057242032.0,"ACUITY BRANDS LIGHTING, INC. DBA LITHONIA LIGHTING",GA,4.0,,335121 335122,0
110028273543.0,SUMMERS-TAYLOR MATERIALS COMPANY DBA MORRISTOWN  CONCRETE PLANT,TN,4.0,,327320,0
110000700714.0,DATA GENERAL CORP,ME,1.0,,333513 334111,0
110015306907.0,OMEGA WIRE INC - OWI PLANT,NY,2.0,,331421 331422 331420 999999,0
110024418067.0,"AEROFORM, INC.",MO,7.0,,326199,0
110070692343.0,FORMLABS INC,MA,1.0,,32311 333244,0
110001662790.0,ELIZABETH WEBBING MILLS,RI,1.0,,313221,0
110071369258.0,PURSELL AGRI-TECH SAVANNAH,GA,4.0,,325314,0
110000388241.0,MAN-GILL CHEMICAL CO.-PAINT GROUP,OH,5.0,,325510,0
110043862718.0,HUESON WIRE & CABLE LLC,MA,1.0,,335929,0
110001338525.0,UNILOCK CHICAGO INC,IL,5.0,,327331,0
110005582137.0,NALCO ENERGY SERVICES LP,WY,8.0,,325998,0
110002012303.0,ASSOCIATED ELECTRO MECHANICS INC,MA,1.0,,332999 333318,0
110020582403.0,MINEE MONESSE GOLF COURSE,IL,5.0,,339999,0
110037562777.0,"DAVIS FEED COMPANY, INC.",AR,6.0,,311119,0
110063231649.0,KENDALL COUNTY CONCRETE INC,IL,5.0,,327320,0
110009072760.0,"FLORIDA WILBERT, INC.",FL,4.0,,327390,0
110006589708.0,ABS CORPORATION,NE,7.0,,311111 325412 311514 311999,0
110002317966.0,MCGRAW MFG INC,CA,9.0,,331524 331521,0
110037421554.0,WUNDERLICH FIBER BOX,MO,7.0,,322211,0
110056409113.0,GEORGETOWN BREWING,WA,10.0,,312120,0
110000765556.0,"HOWARD FERTILIZER AND CHEMICAL CO., INC.",FL,4.0,,325314,0
110000850151.0,CRODA INKS CORP,OH,5.0,,325910 32591,0
